person	personLabelSv	cityOfBirth	occupationLabelsSv	occupationLabelsEn	sitelinks	occupationLabelsDe	occupationLabelsEs
http://www.wikidata.org/entity/Q132154	Amy Deasismont	http://www.wikidata.org/entity/Q25724	skådespelare, sångare, konståkare	actor, singer, figure skater	31	Schauspieler, Sänger, Eiskunstläufer	actor, cantante, patinador artístico sobre hielo
http://www.wikidata.org/entity/Q20713	Axwell	http://www.wikidata.org/entity/Q2167	discjockey, låtskrivare, musikproducent	disc jockey, songwriter, record producer	30	DJ, Musikproduzent, Songschreiber	disc-jockey, productor discográfico, compositor de canciones
http://www.wikidata.org/entity/Q275986	Valon Berisha	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	30	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q299435	Petter Hansson	http://www.wikidata.org/entity/Q746839	fotbollsspelare	association football player	30	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q311360	Stefan Holm	http://www.wikidata.org/entity/Q1303800	friidrottare	athletics competitor	30	Leichtathlet	atleta
http://www.wikidata.org/entity/Q236660	Liza Marklund	http://www.wikidata.org/entity/Q21169	författare, journalist	writer, journalist	30	Schriftsteller, Journalist	escritor, periodista
http://www.wikidata.org/entity/Q936854	Gustav Svensson	http://www.wikidata.org/entity/Q25287	fotbollsspelare	association football player	30	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q6077213	Isaac Thelin	http://www.wikidata.org/entity/Q25732	fotbollsspelare	association football player	30	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q232705	Emma Green Tregaro	http://www.wikidata.org/entity/Q25287	friidrottare	athletics competitor	30	Leichtathlet	atleta
http://www.wikidata.org/entity/Q923556	Jonas Jonasson	http://www.wikidata.org/entity/Q26152	författare, journalist	writer, journalist	30	Journalist, Schriftsteller	periodista, escritor
http://www.wikidata.org/entity/Q312379	Jonas Olsson	http://www.wikidata.org/entity/Q54352	fotbollsspelare	association football player	30	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q27999595	Hanna Öberg	http://www.wikidata.org/entity/Q83232	student, skidskytt	student, biathlete	30	Student, Biathlet	estudiante, biatleta
http://www.wikidata.org/entity/Q315986	Simon Aspelin	http://www.wikidata.org/entity/Q990771	tennisspelare	tennis player	29	Tennisspieler	tenista
http://www.wikidata.org/entity/Q5371332	Emil Krafth	http://www.wikidata.org/entity/Q744491	fotbollsspelare	association football player	29	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q723674	Mikael Persbrandt	http://www.wikidata.org/entity/Q1370248	skådespelare, filmskådespelare, scenskådespelare	actor, film actor, stage actor	29	Bühnenschauspieler, Schauspieler, Filmschauspieler	actor de teatro, actor, actor de cine
http://www.wikidata.org/entity/Q313036	Tobias Hysén	http://www.wikidata.org/entity/Q25287	fotbollsspelare	association football player	29	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q272545	Sofia Helin	http://www.wikidata.org/entity/Q3055207	filmskådespelare	film actor	29	Filmschauspieler	actor de cine
http://www.wikidata.org/entity/Q235108	Inger Nilsson	http://www.wikidata.org/entity/Q1017607	sekreterare, skådespelare, sångare, filmskådespelare	secretary, actor, singer, film actor	29	Schauspieler, Filmschauspieler, Sekretär, Sänger	actor, actor de cine, secretario, cantante
http://www.wikidata.org/entity/Q432854	Linda Sembrant	http://www.wikidata.org/entity/Q25286	fotbollsspelare	association football player	29	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q444033	Glenn Hysén	http://www.wikidata.org/entity/Q25287	assisterande tränare, TV-programledare, fotbollsspelare	assistant coach, television presenter, association football player	29	Fernsehmoderator, Trainerassistent, Fußballspieler	presentador de televisión, segundo entrenador, futbolista
http://www.wikidata.org/entity/Q460924	Caroline Seger	http://www.wikidata.org/entity/Q25411	fotbollsspelare	association football player	29	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q348416	Peter Forsberg	http://www.wikidata.org/entity/Q28327	ishockeyspelare	ice hockey player	29	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q432909	Sofia Jakobsson	http://www.wikidata.org/entity/Q28327	fotbollsspelare	association football player	29	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q431669	Oscar Lewicki	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	28	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q432154	Stefan Schwarz	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	28	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q442182	Klas Ingesson	http://www.wikidata.org/entity/Q293968	fotbollstränare, skogshuggare, fotbollsspelare	association football manager, lumberjack, association football player	28	Fußballspieler, Fußballtrainer, Holzfäller	futbolista, entrenador de fútbol, leñador
http://www.wikidata.org/entity/Q537489	Håkan Röde	http://www.wikidata.org/entity/Q509088	monark	monarch	28	Monarch	monarca
http://www.wikidata.org/entity/Q267242	Ivar Lo-Johansson	http://www.wikidata.org/entity/Q738338	författare, poet, journalist, självbiograf, romanförfattare	writer, poet, journalist, autobiographer, novelist	28	Schriftsteller, Dichter, Journalist, Autobiograf, Romancier	escritor, poeta, periodista, autobiógrafo, novelista
http://www.wikidata.org/entity/Q233328	Johanna Larsson	http://www.wikidata.org/entity/Q586179	tennisspelare	tennis player	28	Tennisspieler	tenista
http://www.wikidata.org/entity/Q357870	Erik Hamrén	http://www.wikidata.org/entity/Q1019575	fotbollstränare, bandyspelare	association football manager, bandy player	28	Fußballtrainer, Bandyspieler	entrenador de fútbol, jugador de bandy
http://www.wikidata.org/entity/Q318533	Samuel Holmén	http://www.wikidata.org/entity/Q2128907	fotbollsspelare	association football player	28	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q313636	Christian Olsson	http://www.wikidata.org/entity/Q25287	friidrottare	athletics competitor	28	Leichtathlet	atleta
http://www.wikidata.org/entity/Q342686	Stefan Olsdal	http://www.wikidata.org/entity/Q25287	basist, låtskrivare	bassist, songwriter	28	Songschreiber, Bassist	compositor de canciones, bajista
http://www.wikidata.org/entity/Q349308	Jonas Eriksson	http://www.wikidata.org/entity/Q3183470	affärsman, fotbollsdomare	businessperson, association football referee	28	Geschäftsmann, Fußballschiedsrichter	empresario, árbitro de fútbol
http://www.wikidata.org/entity/Q161918	Ralf Edström	http://www.wikidata.org/entity/Q1019101	fotbollsspelare	association football player	28	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q267217	Viveca Lindfors	http://www.wikidata.org/entity/Q25286	manusförfattare, skådespelare, scenskådespelare, filmregissör, filmproducent, filmskådespelare, TV-skådespelare	screenwriter, actor, stage actor, film director, film producer, film actor, television actor	28	Drehbuchautor, Filmproduzent, Filmregisseur, Filmschauspieler, Schauspieler, Fernsehschauspieler, Bühnenschauspieler	guionista, productor de cine, director de cine, actor de cine, actor, actor de televisión, actor de teatro
http://www.wikidata.org/entity/Q361403	Mikael Antonsson	http://www.wikidata.org/entity/Q25789	fotbollsspelare	association football player	28	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q256776	Maria Bonnevie	http://www.wikidata.org/entity/Q25412	skådespelare, filmskådespelare, scenskådespelare	actor, film actor, stage actor	28	Schauspieler, Filmschauspieler, Bühnenschauspieler	actor, actor de cine, actor de teatro
http://www.wikidata.org/entity/Q256856	Elisabeth Andreassen	http://www.wikidata.org/entity/Q25287	countrysångare, schlagersångare, rocksångare, folksångare, skivartist, gitarrist, pianist	country singer, schlager singer, rock singer, traditional folk singer, recording artist, guitarist, pianist	28	Pianist, Gitarrist, Volkssänger, Aufnahmekünstler, Rocksänger	pianista, guitarrista, cantante tradicional, artista discográfico, cantante de rock
http://www.wikidata.org/entity/Q342387	Jesper Blomqvist	http://www.wikidata.org/entity/Q25579	fotbollsspelare	association football player	28	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q455831	Jonas Jerebko	http://www.wikidata.org/entity/Q26040	basketspelare	basketball player	28	Basketballspieler	baloncestista
http://www.wikidata.org/entity/Q343096	Johan Wiland	http://www.wikidata.org/entity/Q26040	fotbollsspelare	association football player	28	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q232586	Sofia Arvidsson	http://www.wikidata.org/entity/Q26521	tennisspelare	tennis player	28	Tennisspieler	tenista
http://www.wikidata.org/entity/Q167787	Jan Jönsson	http://www.wikidata.org/entity/Q26521	fotbollsspelare, fotbollstränare	association football player, association football manager	28	Fußballspieler, Fußballtrainer	futbolista, entrenador de fútbol
http://www.wikidata.org/entity/Q232429	Maud Adams	http://www.wikidata.org/entity/Q26268	skådespelare, filmskådespelare, modell	actor, film actor, model	28	Model, Schauspieler, Filmschauspieler	modelo, actor, actor de cine
http://www.wikidata.org/entity/Q16632843	Patrik Carlgren	http://www.wikidata.org/entity/Q26509	fotbollsspelare	association football player	28	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q4944209	Sara Danius	http://www.wikidata.org/entity/Q54337	professor, universitetslärare, litteraturkritiker, filosof	professor, university teacher, literary critic, philosopher	28	Professor, Hochschullehrer, Literaturkritiker, Philosoph	catedrático, profesor universitario, crítico literario, filósofo
http://www.wikidata.org/entity/Q351934	Daniel Andersson	http://www.wikidata.org/entity/Q2167	fotbollsspelare	association football player	27	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q235374	Amelia Andersdotter	http://www.wikidata.org/entity/Q21167	politiker	politician	27	Politiker	político
http://www.wikidata.org/entity/Q437700	Torgny Lindgren	http://www.wikidata.org/entity/Q1017058	författare	writer	27	Schriftsteller	escritor
http://www.wikidata.org/entity/Q362157	Henrik Lundqvist	http://www.wikidata.org/entity/Q271138	ishockeyspelare	ice hockey player	27	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q358257	Johan Oskar Backlund	http://www.wikidata.org/entity/Q3301385	astronom	astronomer	27	Astronom	astrónomo
http://www.wikidata.org/entity/Q352183	Mattias Jonson	http://www.wikidata.org/entity/Q725826	fotbollsspelare	association football player	27	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q312403	Magnus Wislander	http://www.wikidata.org/entity/Q25287	handbollsspelare	handball player	27	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q521088	Oscar Wendt	http://www.wikidata.org/entity/Q21166	fotbollsspelare	association football player	27	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q357142	Gunde Svan	http://www.wikidata.org/entity/Q1641227	rallycrossförare, längdskidåkare, TV-programledare	rallycross driver, cross-country skier, television presenter	27	Fernsehmoderator, Skilangläufer	presentador de televisión, esquiador de fondo
http://www.wikidata.org/entity/Q346439	E-Type	http://www.wikidata.org/entity/Q25286	sångare, författare, TV-programledare	singer, writer, television presenter	27	Schriftsteller, Sänger, Fernsehmoderator	escritor, cantante, presentador de televisión
http://www.wikidata.org/entity/Q311551	Martin Hansson	http://www.wikidata.org/entity/Q1799722	fotbollsdomare, brandman	association football referee, firefighter	27	Feuerwehrmann, Fußballschiedsrichter	bombero, árbitro de fútbol
http://www.wikidata.org/entity/Q264566	Frida Hansdotter	http://www.wikidata.org/entity/Q25412	alpin skidåkare, längdskidåkare	alpine skier, cross-country skier	27	Skirennläufer, Skilangläufer	esquiador alpino, esquiador de fondo
http://www.wikidata.org/entity/Q394376	Agne Simonsson	http://www.wikidata.org/entity/Q25287	idrottare, fotbollstränare, fotbollsspelare	athlete, association football manager, association football player	27	Fußballtrainer, Fußballspieler, Sportler	entrenador de fútbol, futbolista, deportista
http://www.wikidata.org/entity/Q259911	Gunnel Lindblom	http://www.wikidata.org/entity/Q25287	skådespelare, filmskapare, filmregissör, teaterregissör	actor, filmmaker, film director, theatrical director	27	Schauspieler, Bühnenregisseur, Filmemacher, Filmregisseur	actor, director de teatro, cineasta, director de cine
http://www.wikidata.org/entity/Q460475	Nick Bostrom	http://www.wikidata.org/entity/Q25411	filosof, universitetslärare	philosopher, university teacher	27	Philosoph, Hochschullehrer	filósofo, profesor universitario
http://www.wikidata.org/entity/Q437212	Alexander Kačaniklić	http://www.wikidata.org/entity/Q25411	fotbollsspelare	association football player	27	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q381010	Olaus Petri	http://www.wikidata.org/entity/Q25732	historiker, domare, författare, präst, teolog, klerk, översättare, bibelöversättare	historian, judge, writer, priest, theologian, cleric, translator, Bible translator	27	Richter, Kleriker, Schriftsteller, Theologe, Historiker, Übersetzer, Priester, Bibelübersetzer	juez, clérigo, escritor, teólogo, historiador, traductor, sacerdote, traductor de la Biblia
http://www.wikidata.org/entity/Q234886	Pernilla Wiberg	http://www.wikidata.org/entity/Q25724	alpin skidåkare	alpine skier	27	Skirennläufer	esquiador alpino
http://www.wikidata.org/entity/Q3130555	Jan Andersson	http://www.wikidata.org/entity/Q25732	tränare, fotbollstränare, fotbollsspelare	coach, association football manager, association football player	27	Trainer, Fußballtrainer, Fußballspieler	entrenador, entrenador de fútbol, futbolista
http://www.wikidata.org/entity/Q73864	MyAnna Buring	http://www.wikidata.org/entity/Q26476	skådespelare, scenskådespelare, filmskådespelare	actor, stage actor, film actor	27	Schauspieler, Bühnenschauspieler, Filmschauspieler	actor, actor de teatro, actor de cine
