person	personLabelSv	cityOfBirth	occupationLabelsSv	occupationLabelsEn	sitelinks	occupationLabelsDe	occupationLabelsEs
http://www.wikidata.org/entity/Q4970139	Frida Nordstrand	http://www.wikidata.org/entity/Q54756	TV-programledare, journalist	television presenter, journalist	5	Journalist, Fernsehmoderator	periodista, presentador de televisión
http://www.wikidata.org/entity/Q6093282	Jörgen Sandström	http://www.wikidata.org/entity/Q54757	kompositör, sångare	composer, singer	5	Komponist, Sänger	compositor, cantante
http://www.wikidata.org/entity/Q4976313	Lotten Rönquist	http://www.wikidata.org/entity/Q27447	målare, konstnär	painter, artist	5	Maler, Künstler	pintor, artista
http://www.wikidata.org/entity/Q16010428	Hjalmar Levin	http://www.wikidata.org/entity/Q26498	tävlingscyklist	sport cyclist	5	Radrennfahrer	ciclista
http://www.wikidata.org/entity/Q5733281	Karl Erik Flens	http://www.wikidata.org/entity/Q54349	skådespelare	actor	5	Schauspieler	actor
http://www.wikidata.org/entity/Q359123	Sebastian Seifert	http://www.wikidata.org/entity/Q28287	handbollsspelare	handball player	5	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q5615210	Jonas Dahlberg	http://www.wikidata.org/entity/Q27447	konstnär, videokonstnär	artist, video artist	5	Künstler, Videokünstler	artista, videoartista
http://www.wikidata.org/entity/Q6015280	Jimmy Nordin	http://www.wikidata.org/entity/Q26509	musiker, friidrottare	musician, athletics competitor	5	Musiker, Leichtathlet	músico, atleta
http://www.wikidata.org/entity/Q20379055	Mikail Bill	http://www.wikidata.org/entity/Q26498	professionell datorspelare	professional gamer	5	professioneller Computerspieler	jugador profesional de videojuegos
http://www.wikidata.org/entity/Q6169672	Anshelm Leonard Schultzberg	http://www.wikidata.org/entity/Q26509	målare	painter	5	Maler	pintor
http://www.wikidata.org/entity/Q1379523	Eva Twedberg	http://www.wikidata.org/entity/Q28287	badmintonspelare	badminton player	5	Badmintonspieler	badmintonista
http://www.wikidata.org/entity/Q6006510	Newkid	http://www.wikidata.org/entity/Q27447	låtskrivare, sångare	songwriter, singer	5	Songschreiber, Sänger	compositor de canciones, cantante
http://www.wikidata.org/entity/Q4767145	Anna Karlsson	http://www.wikidata.org/entity/Q54732	kanotist	canoeist	5	Kanute	piragüista
http://www.wikidata.org/entity/Q3372641	Klasse Möllberg	http://www.wikidata.org/entity/Q54758	skådespelare, sångare	actor, singer	5	Schauspieler, Sänger	actor, cantante
http://www.wikidata.org/entity/Q7179289	Petter Emanuelsson	http://www.wikidata.org/entity/Q83232	ishockeyspelare	ice hockey player	5	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q10504505	Gertrud Åström	http://www.wikidata.org/entity/Q83681	statsvetare	political scientist	5	Politikwissenschaftler	politólogo
http://www.wikidata.org/entity/Q5867889	Berndt Grundevik	http://www.wikidata.org/entity/Q27447	militär	military personnel	5	Militär	militar
http://www.wikidata.org/entity/Q5919611	Johan Philip Korn	http://www.wikidata.org/entity/Q27447	målare	painter	5	Maler	pintor
http://www.wikidata.org/entity/Q5544987	Kodjo Akolor	http://www.wikidata.org/entity/Q54358	TV-programledare, radioprogramledare	television presenter, radio personality	5	Fernsehmoderator, Hörfunkmoderator	presentador de televisión, personalidad de radio
http://www.wikidata.org/entity/Q5615683	Robert Dahlqvist	http://www.wikidata.org/entity/Q27447	musiker	musician	5	Musiker	músico
http://www.wikidata.org/entity/Q5954207	Henry Lindblad	http://www.wikidata.org/entity/Q54758	tiokampare, stavhoppare	decathlete, pole vaulter	5	Stabhochspringer, Zehnkämpfer	saltador de pértiga, decatleta
http://www.wikidata.org/entity/Q1329502	Elin Rombo	http://www.wikidata.org/entity/Q54758	operasångare	opera singer	5	Opernsänger	cantante de ópera
http://www.wikidata.org/entity/Q4346685	Peter Olofsson	http://www.wikidata.org/entity/Q27447	handbollsspelare	handball player	5	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q3180241	Joel Gistedt	http://www.wikidata.org/entity/Q27447	ishockeyspelare	ice hockey player	5	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q3825571	Håkan Andersson	http://www.wikidata.org/entity/Q27447	motocrossförare	motocross rider	5	Motocrossfahrer	piloto de motocross
http://www.wikidata.org/entity/Q4951911	Liselott Hagberg	http://www.wikidata.org/entity/Q27447	politiker	politician	5	Politiker	político
http://www.wikidata.org/entity/Q18202407	Emilia Töyrä	http://www.wikidata.org/entity/Q83232	politiker	politician	5	Politiker	político
http://www.wikidata.org/entity/Q4954017	Linnéa Hillberg	http://www.wikidata.org/entity/Q27447	skådespelare	actor	5	Schauspieler	actor
http://www.wikidata.org/entity/Q76458488	Sofie Börjesson	http://www.wikidata.org/entity/Q27447	handbollsspelare	handball player	5	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q23916421	Jonathan Pudas	http://www.wikidata.org/entity/Q83232	ishockeyspelare	ice hockey player	5	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q19951646	Anders Kompass	http://www.wikidata.org/entity/Q54732	ämbetsman	civil servant	5	Staatsdiener	funcionario
http://www.wikidata.org/entity/Q4945265	Lise Drougge	http://www.wikidata.org/entity/Q54352	författare	writer	5	Schriftsteller	escritor
http://www.wikidata.org/entity/Q4354347	Martin Weibull	http://www.wikidata.org/entity/Q54352	historiker	historian	5	Historiker	historiador
http://www.wikidata.org/entity/Q52222523	Sophie Charlotte Wilkens	http://www.wikidata.org/entity/Q26937	filantrop, tecknare	philanthropist, drawer	5	Philanthrop, Zeichner	filántropo, dibujante
http://www.wikidata.org/entity/Q16029849	David Svensson	http://www.wikidata.org/entity/Q54766	fotbollsspelare	association football player	5	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q18098336	Per Karlsson	http://www.wikidata.org/entity/Q54766	fotbollsspelare	association football player	5	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q2481863	Håkan Söderstjerna	http://www.wikidata.org/entity/Q54352	fotbollsspelare	association football player	5	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q5578497	Johan Blackstadius	http://www.wikidata.org/entity/Q54766	konservator, målare	conservator, painter	5	Konservator, Maler	conservador-restaurador, pintor
http://www.wikidata.org/entity/Q4889566	Benkt-Åke Benktsson	http://www.wikidata.org/entity/Q26521	filmregissör, skådespelare, regissör	film director, actor, director	5	Schauspieler, Filmregisseur, Regisseur	actor, director de cine, realizador
http://www.wikidata.org/entity/Q4528245	Erik Carlsson Sjöblad	http://www.wikidata.org/entity/Q26521	sjöofficer, ämbetsman	naval officer, civil servant	5	Staatsdiener, Marineoffizier	funcionario, oficial naval
http://www.wikidata.org/entity/Q16224391	Mattias Nilsson	http://www.wikidata.org/entity/Q54757	ishockeyspelare	ice hockey player	5	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5937401	Fredrik Larsson	http://www.wikidata.org/entity/Q54766	racerbilförare	racing automobile driver	5	Autorennfahrer	piloto de automovilismo
http://www.wikidata.org/entity/Q4990121	Ingrid Wallberg	http://www.wikidata.org/entity/Q26521	arkitekt	architect	5	Architekt	arquitecto
http://www.wikidata.org/entity/Q4912200	Billy Berntsson	http://www.wikidata.org/entity/Q54769	fotbollsspelare	association football player	5	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q4353337	Fredrik Svensson	http://www.wikidata.org/entity/Q54344	ishockeyspelare	ice hockey player	5	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5889356	Gustaf Anders Lindberg	http://www.wikidata.org/entity/Q26521	xylograf, botaniker	xylographer, botanist	5	Xylograf, Botaniker	xilógrafo, botánico
http://www.wikidata.org/entity/Q5938930	Tomas Larsson	http://www.wikidata.org/entity/Q54344	ishockeyspelare	ice hockey player	5	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q4942118	Lulu Carter	http://www.wikidata.org/entity/Q54759	inredningsarkitekt	interior designer	5	Raumausstatter	decorador
http://www.wikidata.org/entity/Q4887815	Bengt Logardt	http://www.wikidata.org/entity/Q54344	tandläkare, skådespelare, manusförfattare, kompositör, filmregissör, regissör	dentist, actor, screenwriter, composer, film director, director	5	Schauspieler, Komponist, Drehbuchautor, Zahnarzt, Filmregisseur, Regisseur	actor, compositor, guionista, odontólogo, director de cine, realizador
http://www.wikidata.org/entity/Q4963599	Tanja Lorentzon	http://www.wikidata.org/entity/Q83715	skådespelare, manusförfattare	actor, screenwriter	5	Drehbuchautor, Schauspieler	guionista, actor
http://www.wikidata.org/entity/Q96483991	Alexander Johansson	http://www.wikidata.org/entity/Q54766	fotbollsspelare	association football player	5	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q5547229	Johan Alm	http://www.wikidata.org/entity/Q54344	ishockeyspelare	ice hockey player	5	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q3362653	Stina Viktorsson	http://www.wikidata.org/entity/Q54344	curlingspelare	curler	5	Curler	curler
http://www.wikidata.org/entity/Q5886752	Kenneth Johansson	http://www.wikidata.org/entity/Q83682	politiker	politician	5	Politiker	político
http://www.wikidata.org/entity/Q4983064	Sophie Tolstoy	http://www.wikidata.org/entity/Q54349	skådespelare, regissör	actor, director	5	Schauspieler, Regisseur	actor, realizador
http://www.wikidata.org/entity/Q1618059	Ruben Svensson	http://www.wikidata.org/entity/Q54732	fotbollsspelare	association football player	5	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q4994105	Hilding Hallnäs	http://www.wikidata.org/entity/Q26521	kompositör, organist, kyrkomusiker	composer, organist, church musician	5	Komponist, Kirchenmusiker, Organist	compositor, músico, organista
http://www.wikidata.org/entity/Q5717716	Sven Erlander	http://www.wikidata.org/entity/Q26521	matematiker	mathematician	5	Mathematiker	matemático
http://www.wikidata.org/entity/Q5570062	Torsten Bengtson	http://www.wikidata.org/entity/Q26521	redaktör, politiker	contributing editor, politician	5	Redakteur, Politiker	editor colaborador, político
http://www.wikidata.org/entity/Q3294420	Markus Kankaanperä	http://www.wikidata.org/entity/Q54344	ishockeyspelare	ice hockey player	5	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q4971197	Maria Olsson	http://www.wikidata.org/entity/Q54769	handbollsspelare	handball player	5	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q539166	Eric Iljans	http://www.wikidata.org/entity/Q83679	freestyleskidåkare	freestyle skier	5	Freistil-Skifahrer	esquiador acrobático
http://www.wikidata.org/entity/Q6091649	Anders Sandberg	http://www.wikidata.org/entity/Q83232	sångare	singer	5	Sänger	cantante
http://www.wikidata.org/entity/Q4830377	Axel Wallengren	http://www.wikidata.org/entity/Q2167	författare, poet, journalist	writer, poet, journalist	4	Journalist, Schriftsteller, Dichter	periodista, escritor, poeta
http://www.wikidata.org/entity/Q4753861	Anders Lindquist	http://www.wikidata.org/entity/Q2167	ingenjör, elektroingenjör	engineer, electrical engineer	4	Ingenieur, Elektroingenieur	ingeniero, ingeniero eléctrico
http://www.wikidata.org/entity/Q6171742	Michael Segerström	http://www.wikidata.org/entity/Q2167	regissör, skådespelare, manusförfattare	director, actor, screenwriter	4	Regisseur, Schauspieler, Drehbuchautor	realizador, actor, guionista
http://www.wikidata.org/entity/Q4962084	Lena Liepe	http://www.wikidata.org/entity/Q2167	konsthistoriker	art historian	4	Kunsthistoriker	historiador del arte
http://www.wikidata.org/entity/Q5556109	Thomas Andersson	http://www.wikidata.org/entity/Q175885	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q4919753	Björn Morgan Enqvist	http://www.wikidata.org/entity/Q2167	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q6215468	Johan Wester	http://www.wikidata.org/entity/Q2167	komiker	comedian	4	Komiker	comediante
http://www.wikidata.org/entity/Q4969929	Kerstin Norborg	http://www.wikidata.org/entity/Q2167	författare, poet	writer, poet	4	Dichter, Schriftsteller	poeta, escritor
http://www.wikidata.org/entity/Q5615298	Wilhelm Dahlbom	http://www.wikidata.org/entity/Q2167	målare	painter	4	Maler	pintor
http://www.wikidata.org/entity/Q6026952	Göran Olsson	http://www.wikidata.org/entity/Q2167	manusförfattare, filmfotograf, filmregissör, regissör	screenwriter, cinematographer, film director, director	4	Drehbuchautor, Regisseur, Filmregisseur, Kameramann	guionista, realizador, director de cine, director de fotografía
http://www.wikidata.org/entity/Q7166613	Per-Ola Quist	http://www.wikidata.org/entity/Q2211	simmare	swimmer	4	Schwimmer	nadador
http://www.wikidata.org/entity/Q4983207	Cecilia Torudd	http://www.wikidata.org/entity/Q2167	serieskapare, illustratör	comics artist, illustrator	4	Comiczeichner, Illustrator	historietista, ilustrador
http://www.wikidata.org/entity/Q7442406	Sebastian Dyk	http://www.wikidata.org/entity/Q2211	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q7442434	Sebastian Idoff	http://www.wikidata.org/entity/Q2211	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5923677	Niklas Krog	http://www.wikidata.org/entity/Q2167	författare	writer	4	Schriftsteller	escritor
http://www.wikidata.org/entity/Q4988288	Britt Damberg	http://www.wikidata.org/entity/Q174126	skådespelare, sångare	actor, singer	4	Schauspieler, Sänger	actor, cantante
http://www.wikidata.org/entity/Q4979969	Louise Stahle	http://www.wikidata.org/entity/Q2167	golfspelare	golfer	4	Golfspieler	golfista
http://www.wikidata.org/entity/Q5990174	Bror Modigh	http://www.wikidata.org/entity/Q174126	friidrottare	athletics competitor	4	Leichtathlet	atleta
http://www.wikidata.org/entity/Q5958277	Hakon Hjelmqvist	http://www.wikidata.org/entity/Q2167	botaniker	botanist	4	Botaniker	botánico
http://www.wikidata.org/entity/Q5548100	Peter Althin	http://www.wikidata.org/entity/Q2167	politiker, advokat	politician, lawyer	4	Rechtsanwalt, Politiker	abogado, político
http://www.wikidata.org/entity/Q353191	Rolf Billberg	http://www.wikidata.org/entity/Q2167	saxofonist, jazzmusiker	saxophonist, jazz musician	4	Saxophonist, Jazzmusiker	saxofonista, músico de jazz
http://www.wikidata.org/entity/Q3658738	Carl Axel Petri	http://www.wikidata.org/entity/Q823785	ämbetsman, politiker, jurist	civil servant, politician, jurist	4	Politiker, Jurist, Staatsdiener	político, jurista, funcionario
http://www.wikidata.org/entity/Q17045893	Lars Johanson	http://www.wikidata.org/entity/Q174126	författare, turkolog, historiker	writer, turkologist, historian	4	Schriftsteller, Historiker, Turkologe	escritor, historiador, turcólogo
http://www.wikidata.org/entity/Q16148612	Robin Alvarez	http://www.wikidata.org/entity/Q2211	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q3960445	Sigvard Löfgren	http://www.wikidata.org/entity/Q823785	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q10510774	Gun Olsson	http://www.wikidata.org/entity/Q145648	friidrottare	athletics competitor	4	Leichtathlet	atleta
http://www.wikidata.org/entity/Q376484	Gunnar Helén	http://www.wikidata.org/entity/Q777901	politiker, ämbetsman, journalist	politician, civil servant, journalist	4	Politiker, Staatsdiener, Journalist	político, funcionario, periodista
http://www.wikidata.org/entity/Q16714979	Pär Hulkoff	http://www.wikidata.org/entity/Q588976	musiker, kompositör	musician, composer	4	Komponist, Musiker	compositor, músico
http://www.wikidata.org/entity/Q21063279	Andreas Wingerli	http://www.wikidata.org/entity/Q983893	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q621199	Thorsten Roos	http://www.wikidata.org/entity/Q2167	arkitekt	architect	4	Architekt	arquitecto
http://www.wikidata.org/entity/Q5745816	Otto Frostman	http://www.wikidata.org/entity/Q765434	matematiker	mathematician	4	Mathematiker	matemático
http://www.wikidata.org/entity/Q6027261	Kalle Olsson	http://www.wikidata.org/entity/Q772339	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5127794	Clas Lindberg	http://www.wikidata.org/entity/Q2167	TV-regissör, filmregissör, regissör, manusförfattare, filmklippare	television director, film director, director, screenwriter, film editor	4	Drehbuchautor, Filmregisseur, Filmeditor, Regisseur, Fernsehregisseur	guionista, director de cine, editor de cine, realizador, director de televisión
http://www.wikidata.org/entity/Q5233318	David Ekerot	http://www.wikidata.org/entity/Q2167	tennisspelare	tennis player	4	Tennisspieler	tenista
http://www.wikidata.org/entity/Q10549240	Kristine Tånnander	http://www.wikidata.org/entity/Q2211	häcklöpare, femkampare, sjukampare	hurdler, pentathlete, heptathlete	4	Hürdenläufer, Siebenkämpfer	vallista, heptatleta
http://www.wikidata.org/entity/Q1621327	Hjalmar Sundén	http://www.wikidata.org/entity/Q1001905	författare, präst, psykolog, teolog, universitetslärare	writer, priest, psychologist, author, theologian, university teacher	4	Schriftsteller, Priester, Psychologe, Autor, Theologe, Hochschullehrer	escritor, sacerdote, psicólogo, autor, teólogo, profesor universitario
http://www.wikidata.org/entity/Q5679978	Hans Mattisson	http://www.wikidata.org/entity/Q2211	fotbollsspelare, bloggare	association football player, blogger	4	Fußballspieler, Blogger	futbolista, bloguero
http://www.wikidata.org/entity/Q1239118	Gunnar Blix	http://www.wikidata.org/entity/Q2167	universitetslärare, kemist	university teacher, chemist	4	Chemiker, Hochschullehrer	químico, profesor universitario
http://www.wikidata.org/entity/Q6030080	Mikael Oscarsson	http://www.wikidata.org/entity/Q293968	politiker	politician	4	Politiker	político
http://www.wikidata.org/entity/Q5746755	Rutger Fuchs	http://www.wikidata.org/entity/Q2211	militär, politiker	military personnel, politician	4	Militär, Politiker	militar, político
http://www.wikidata.org/entity/Q20652812	Ivar Gewert	http://www.wikidata.org/entity/Q305380	militär	military personnel	4	Militär	militar
http://www.wikidata.org/entity/Q5796038	Hans Hedlund	http://www.wikidata.org/entity/Q384083	arkitekt	architect	4	Architekt	arquitecto
http://www.wikidata.org/entity/Q4973713	Margareta Pålsson	http://www.wikidata.org/entity/Q776830	politiker	politician	4	Politiker	político
http://www.wikidata.org/entity/Q5926023	Harry Kullman	http://www.wikidata.org/entity/Q2211	författare	writer	4	Schriftsteller	escritor
http://www.wikidata.org/entity/Q4935335	Ann-Charlotte Alverfors	http://www.wikidata.org/entity/Q1001905	författare	writer	4	Schriftsteller	escritor
http://www.wikidata.org/entity/Q4943353	Lena Conradson	http://www.wikidata.org/entity/Q983893	sångare	singer	4	Sänger	cantante
http://www.wikidata.org/entity/Q4530700	Folke Ekström	http://www.wikidata.org/entity/Q2167	korrespondensschackspelare, schackspelare	correspondence chess player, chess player	4	Schachspieler, Fernschachspieler	ajedrecista, ajedrecista por correspondencia
http://www.wikidata.org/entity/Q6231193	Lars Wallin	http://www.wikidata.org/entity/Q377564	formgivare, modeskapare	designer, fashion designer	4	Modedesigner, Designer	diseñador de indumentaria, diseñador
http://www.wikidata.org/entity/Q4753740	Anders Broström	http://www.wikidata.org/entity/Q823785	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q24572706	Olof K. Gustafsson	http://www.wikidata.org/entity/Q384083	verkställande direktör	chief executive officer	4	Chief Executive Officer	director ejecutivo
http://www.wikidata.org/entity/Q20747838	Anton Marklund	http://www.wikidata.org/entity/Q891347	racerförare, racerbilförare	racing driver, racing automobile driver	4	Rennfahrer, Autorennfahrer	piloto de carreras, piloto de automovilismo
http://www.wikidata.org/entity/Q5650175	Hans Håkansson	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q16321333	Carl Petersen	http://www.wikidata.org/entity/Q2211	författare, konstnär, målare, grafiker, scenograf, tecknare	writer, author, artist, painter, graphic artist, scenographer, drawer	4	Schriftsteller, Maler, Autor, Künstler, Grafiker, Bühnenbildner, Zeichner	escritor, pintor, autor, artista, artista gráfico, escenógrafo, dibujante
http://www.wikidata.org/entity/Q5629663	Frans Ekelund	http://www.wikidata.org/entity/Q2211	arkitekt	architect	4	Architekt	arquitecto
http://www.wikidata.org/entity/Q14474384	Ragnar Bergstedt	http://www.wikidata.org/entity/Q368574	roddare	rower	4	Ruderer	remero
http://www.wikidata.org/entity/Q4697374	Aina Erlander	http://www.wikidata.org/entity/Q2167	adjunkt	adjunct professor	4	Lehrbeauftragter	profesor adjunto
http://www.wikidata.org/entity/Q6255487	Roger Åkerström	http://www.wikidata.org/entity/Q307541	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q165821	Jonatan Nielsen	http://www.wikidata.org/entity/Q491730	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q4583382	Sune Nordgren	http://www.wikidata.org/entity/Q2167	konstnär, formgivare	artist, designer	4	Künstler, Designer	artista, diseñador
http://www.wikidata.org/entity/Q10600751	Niklas Arell	http://www.wikidata.org/entity/Q384083	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q16216588	Björn Hellkvist	http://www.wikidata.org/entity/Q2211	ishockeytränare, ishockeyspelare	ice hockey coach, ice hockey player	4	Eishockeytrainer, Eishockeyspieler	entrenador de hockey sobre hielo, jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q6263668	John Westin	http://www.wikidata.org/entity/Q645351	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5734440	Calle Flygare	http://www.wikidata.org/entity/Q2211	skådespelare, regissör	actor, director	4	Schauspieler, Regisseur	actor, realizador
http://www.wikidata.org/entity/Q6180079	Tomas Skogs	http://www.wikidata.org/entity/Q849874	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5560574	Per-Arne Arvidsson	http://www.wikidata.org/entity/Q983893	läkare, politiker	physician, politician	4	Arzt, Politiker	médico, político
http://www.wikidata.org/entity/Q81906566	Märta Rosenberg	http://www.wikidata.org/entity/Q305066	längdskidåkare	cross-country skier	4	Skilangläufer	esquiador de fondo
http://www.wikidata.org/entity/Q4753783	Anders Glenmark	http://www.wikidata.org/entity/Q983681	sångare, musikproducent, musiker, skivartist	singer, record producer, musician, recording artist	4	Sänger, Musikproduzent, Musiker, Aufnahmekünstler	cantante, productor discográfico, músico, artista discográfico
http://www.wikidata.org/entity/Q5734464	Tony Flygare	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q6416110	Kirsten Rausing	http://www.wikidata.org/entity/Q2167	ordförande, affärsman	chairperson, businessperson	4	Vorsitzender, Geschäftsmann	presidente, empresario
http://www.wikidata.org/entity/Q7088279	Olle Olsson	http://www.wikidata.org/entity/Q2167	handbollsspelare	handball player	4	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q6026344	Sven-Olof Olson	http://www.wikidata.org/entity/Q654268	militär, pilot	military personnel, aircraft pilot	4	Pilot, Militär	aviador, militar
http://www.wikidata.org/entity/Q5952996	Sven Ivar Lind	http://www.wikidata.org/entity/Q983889	arkitekt	architect	4	Architekt	arquitecto
http://www.wikidata.org/entity/Q1396325	Siv-Inger Svensson	http://www.wikidata.org/entity/Q503050	skådespelare, sångare, skivartist	actor, singer, recording artist	4	Schauspieler, Aufnahmekünstler, Sänger	actor, artista discográfico, cantante
http://www.wikidata.org/entity/Q5868788	Simon Gustafsson	http://www.wikidata.org/entity/Q649659	motorcykelförare	motorcycle rider	4	Motorradrennfahrer	piloto de motociclismo
http://www.wikidata.org/entity/Q1287501	Edor Hjukström	http://www.wikidata.org/entity/Q524379	militär, skidalpinist, alpin skidåkare, skidskytt	military personnel, ski mountaineer, alpine skier, biathlete	4	Biathlet, Skibergsteiger, Skirennläufer, Militär	biatleta, esquiador de travesía, esquiador alpino, militar
http://www.wikidata.org/entity/Q16650444	Per Sylvan	http://www.wikidata.org/entity/Q2211	militär	military personnel	4	Militär	militar
http://www.wikidata.org/entity/Q18206303	Mirza Halvadžić	http://www.wikidata.org/entity/Q2167	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q1905137	Martin Tingvall	http://www.wikidata.org/entity/Q983681	låtskrivare, pianist	songwriter, pianist	4	Pianist, Songschreiber	pianista, compositor de canciones
http://www.wikidata.org/entity/Q5961574	Ewert Ljusberg	http://www.wikidata.org/entity/Q492641	TV-programledare, musiker	television presenter, musician	4	Fernsehmoderator, Musiker	presentador de televisión, músico
http://www.wikidata.org/entity/Q6225152	Daniel Viksten	http://www.wikidata.org/entity/Q849874	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q4720444	Alexander Ytterell	http://www.wikidata.org/entity/Q611013	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q16405917	Jörgen Olsson	http://www.wikidata.org/entity/Q2211	brottare	amateur wrestler	4	Ringer	luchador
http://www.wikidata.org/entity/Q4990768	Ingegerd Wärnersson	http://www.wikidata.org/entity/Q611013	lärare, ämbetsman, politiker	teacher, civil servant, politician	4	Lehrer, Staatsdiener, Politiker	profesor, funcionario, político
http://www.wikidata.org/entity/Q6758244	Marcus Högström	http://www.wikidata.org/entity/Q977073	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q4982029	Barbro Tano	http://www.wikidata.org/entity/Q977248	längdskidåkare	cross-country skier	4	Skilangläufer	esquiador de fondo
http://www.wikidata.org/entity/Q16229240	Anton Karlsson	http://www.wikidata.org/entity/Q611013	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5958010	Erik Lindschöld	http://www.wikidata.org/entity/Q990083	politiker	politician	4	Politiker	político
http://www.wikidata.org/entity/Q6239575	Harald Wiberg	http://www.wikidata.org/entity/Q556590	illustratör, målare, tecknare	illustrator, painter, drawer	4	Illustrator, Maler, Zeichner	ilustrador, pintor, dibujante
http://www.wikidata.org/entity/Q1119515	Johan Andersson	http://www.wikidata.org/entity/Q738338	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5715051	Christer Ericsson	http://www.wikidata.org/entity/Q21166	affärsman	businessperson	4	Geschäftsmann	empresario
http://www.wikidata.org/entity/Q5584418	Albin Brag	http://www.wikidata.org/entity/Q984831	arkitekt	architect	4	Architekt	arquitecto
http://www.wikidata.org/entity/Q5925133	Eric Krönmark	http://www.wikidata.org/entity/Q634231	politiker	politician	4	Politiker	político
http://www.wikidata.org/entity/Q5110407	Christian von Schneidau	http://www.wikidata.org/entity/Q744491	målare	painter	4	Maler	pintor
http://www.wikidata.org/entity/Q15845334	Jonas von Essen	http://www.wikidata.org/entity/Q21166	minneskonstnär	mnemonist	4	Gedächtnissportler	mnemonista
http://www.wikidata.org/entity/Q18637814	John Nyberg	http://www.wikidata.org/entity/Q744491	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q4887285	Clas-Göran Carlsson	http://www.wikidata.org/entity/Q744491	politiker	politician	4	Politiker	político
http://www.wikidata.org/entity/Q2371273	Sven Ljungberg	http://www.wikidata.org/entity/Q744491	författare, universitetslärare, målare	writer, university teacher, painter	4	Schriftsteller, Maler, Hochschullehrer	escritor, pintor, profesor universitario
