person	personLabelSv	cityOfBirth	occupationLabelsDe	occupationLabelsEs	sitelinks
http://www.wikidata.org/entity/Q6194461	Torsten Stålnacke	http://www.wikidata.org/entity/Q2060689	Militär, Soldat	militar, soldado	3
http://www.wikidata.org/entity/Q6216387	Johanna Johansson	http://www.wikidata.org/entity/Q25413	Golfspieler	golfista	3
http://www.wikidata.org/entity/Q5811192	Gustav Holmdahl	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q1401930	Kurt Elmgren	http://www.wikidata.org/entity/Q2034409	Ringer	luchador	3
http://www.wikidata.org/entity/Q6033388	Johannes Palmberg	http://www.wikidata.org/entity/Q2245740	Priester, Biologe, Arzt, Botaniker	sacerdote, biólogo, médico, botánico	3
http://www.wikidata.org/entity/Q5541652	Karl Gustav Abramsson	http://www.wikidata.org/entity/Q1935387	Politiker	político	3
http://www.wikidata.org/entity/Q4951126	Anna Gräber	http://www.wikidata.org/entity/Q25287	Sänger, Schauspieler	cantante, actor	3
http://www.wikidata.org/entity/Q64735378	Anders Mannelqvist	http://www.wikidata.org/entity/Q1760456	Biathlet	biatleta	3
http://www.wikidata.org/entity/Q5900379	Robert Karjel	http://www.wikidata.org/entity/Q25287	Schriftsteller, Militär, Helikopterpilot	escritor, militar, piloto de helicóptero	3
http://www.wikidata.org/entity/Q48707369	Karin Svingstedt	http://www.wikidata.org/entity/Q2038169	Skilangläufer	esquiador de fondo	3
http://www.wikidata.org/entity/Q5901970	Pelle Karlsson	http://www.wikidata.org/entity/Q25287	Komponist, Sänger, Autor, Prediger, Musiker, Kirchenlieddichter	compositor, cantante, autor, predicador, músico, escritor de himnos	3
http://www.wikidata.org/entity/Q31684672	Sven Månsson	http://www.wikidata.org/entity/Q2266991	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6060248	Lars Mikael Raattamaa	http://www.wikidata.org/entity/Q3146766	Schriftsteller, Architekt	escritor, arquitecto	3
http://www.wikidata.org/entity/Q6183981	Erik Soop	http://www.wikidata.org/entity/Q3055179	Militär	militar	3
http://www.wikidata.org/entity/Q16596588	Ida Thoresen	http://www.wikidata.org/entity/Q25287	Bildhauer	escultor	3
http://www.wikidata.org/entity/Q5946156	Gunnar Lené	http://www.wikidata.org/entity/Q3240427	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6177467	Bror Albert Siösteen	http://www.wikidata.org/entity/Q1641531	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6209934	Albert Thurdin	http://www.wikidata.org/entity/Q1680713	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6091559	Johan Sandahl	http://www.wikidata.org/entity/Q2034409	Fußballspieler, Fußballtrainer	futbolista, entrenador de fútbol	3
http://www.wikidata.org/entity/Q5817025	Sten Hummel-Gumaelius	http://www.wikidata.org/entity/Q2055531	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6207118	Erik Thelaus	http://www.wikidata.org/entity/Q25579	Zeichner, Architekt	dibujante, arquitecto	3
http://www.wikidata.org/entity/Q8839879	Marcus Wallmark	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q16212774	Lars Bryggman	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5898845	Jonas Kamprad	http://www.wikidata.org/entity/Q3274133	Finanzier, Raumausstatter	financiero, decorador	3
http://www.wikidata.org/entity/Q11991488	Nils Lundh	http://www.wikidata.org/entity/Q25579	Skispringer	saltador de esquí	3
http://www.wikidata.org/entity/Q16532356	Bertil Matérn	http://www.wikidata.org/entity/Q25287	Mathematiker, Statistiker	matemático, estadístico	3
http://www.wikidata.org/entity/Q5882879	Holger Jernsten	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q3438592	Magda Holm	http://www.wikidata.org/entity/Q2670538	Schauspieler	actor	3
http://www.wikidata.org/entity/Q4956135	Lilly Jacobsson	http://www.wikidata.org/entity/Q25287	Schauspieler, Filmschauspieler	actor, actor de cine	3
http://www.wikidata.org/entity/Q4952197	Lena Hallin	http://www.wikidata.org/entity/Q25287	Militär	militar	3
http://www.wikidata.org/entity/Q16224340	Daniel Muzito Bagenda	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q16236779	Jens Högbom	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5039762	Carl-Gunne Fälthammar	http://www.wikidata.org/entity/Q1639483	Physiker	físico	3
http://www.wikidata.org/entity/Q51954973	Peter Jansson	http://www.wikidata.org/entity/Q1632006	Geschäftsmann	empresario	3
http://www.wikidata.org/entity/Q5716021	Andreas Eriksson	http://www.wikidata.org/entity/Q3283799	Fotograf, Maler, Bildhauer, Grafiker	fotógrafo, pintor, escultor, artista gráfico	3
http://www.wikidata.org/entity/Q5111663	Christoffer Norgren	http://www.wikidata.org/entity/Q1680713	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q4953348	Amanda Helander	http://www.wikidata.org/entity/Q25287	Maler, Zeichner	pintor, dibujante	3
http://www.wikidata.org/entity/Q54555964	Lena Wärnlöf	http://www.wikidata.org/entity/Q25287	Maler, Zeichner	pintor, dibujante	3
http://www.wikidata.org/entity/Q18716177	Ernst Johansson	http://www.wikidata.org/entity/Q3232599	Sportschütze	tirador	3
http://www.wikidata.org/entity/Q6238293	Alf Westman	http://www.wikidata.org/entity/Q25579	Leichtathlet	atleta	3
http://www.wikidata.org/entity/Q4971181	Lotta Olsson	http://www.wikidata.org/entity/Q3272598	Schriftsteller, Dichter, Übersetzer	escritor, poeta, traductor	3
http://www.wikidata.org/entity/Q6215491	Tor Troéng	http://www.wikidata.org/entity/Q25579	Mixed-Martial-Arts-Kämpfer	luchador de artes marciales mixtas	3
http://www.wikidata.org/entity/Q63243406	Ella Rappich	http://www.wikidata.org/entity/Q3183470	Schauspieler	actor	3
http://www.wikidata.org/entity/Q17373255	Jan-Olof Tjäder	http://www.wikidata.org/entity/Q3057770	Latinist, Philologe	latinista, filólogo	3
http://www.wikidata.org/entity/Q59155675	Bengt Ådahl	http://www.wikidata.org/entity/Q25287	Priester	sacerdote	3
http://www.wikidata.org/entity/Q4960119	Hellewi Kullman	http://www.wikidata.org/entity/Q25287	Künstler	artista	3
http://www.wikidata.org/entity/Q52154428	Justus Fredric Weinberg	http://www.wikidata.org/entity/Q25287	Architekt, Maler, Grafiker, Offizier, Soldat	arquitecto, pintor, artista gráfico, oficial militar, soldado	3
http://www.wikidata.org/entity/Q11882863	Milla Andersson-Clementsdotter	http://www.wikidata.org/entity/Q1650203	Hirte	pastor	3
http://www.wikidata.org/entity/Q7652000	Sven Inge Höglund	http://www.wikidata.org/entity/Q25579	Maler	pintor	3
http://www.wikidata.org/entity/Q4939601	Lena Blomkvist	http://www.wikidata.org/entity/Q2632382	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q6522078	Lena Bergström	http://www.wikidata.org/entity/Q25579	Designer, Textilkünstler	diseñador, artista textil	3
http://www.wikidata.org/entity/Q4963474	Ingrid Lomfors	http://www.wikidata.org/entity/Q25287	Historiker, Schriftsteller	historiador, escritor	3
http://www.wikidata.org/entity/Q18162065	Johan Andersson	http://www.wikidata.org/entity/Q25579	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q5767954	Lars U. Granberg	http://www.wikidata.org/entity/Q3139476	Politiker	político	3
http://www.wikidata.org/entity/Q6256324	Peter Öberg	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5711734	Torsten Engberg	http://www.wikidata.org/entity/Q2632382	Militär	militar	3
http://www.wikidata.org/entity/Q5787266	Herman Hamnqvist	http://www.wikidata.org/entity/Q3240427	Fotograf	fotógrafo	3
http://www.wikidata.org/entity/Q4962746	Hilda Lindgren	http://www.wikidata.org/entity/Q25287	Maler	pintor	3
http://www.wikidata.org/entity/Q100158927	Daniel Torgersson	http://www.wikidata.org/entity/Q1644230	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q6086417	Jan-Evert Rådhström	http://www.wikidata.org/entity/Q3582130	Politiker	político	3
http://www.wikidata.org/entity/Q16043404	Gunnar Pleijel	http://www.wikidata.org/entity/Q2670538	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5815520	Samuel Hübinette	http://www.wikidata.org/entity/Q3335533	Ingenieur, Autorennfahrer	ingeniero, piloto de automovilismo	3
http://www.wikidata.org/entity/Q5796684	Åke Hedvall	http://www.wikidata.org/entity/Q3088799	Diskuswerfer	lanzador de disco	3
http://www.wikidata.org/entity/Q5746050	Sten Frykberg	http://www.wikidata.org/entity/Q25287	Komponist, Dirigent	compositor, director de orquesta	3
http://www.wikidata.org/entity/Q64769324	Melcher Risberg	http://www.wikidata.org/entity/Q1650203	Skilangläufer	esquiador de fondo	3
http://www.wikidata.org/entity/Q65031441	Allan Andersson	http://www.wikidata.org/entity/Q1650203	Skilangläufer	esquiador de fondo	3
http://www.wikidata.org/entity/Q5751044	Roland Gandvik	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q448334	Alvar Zacke	http://www.wikidata.org/entity/Q25286	Drehbuchautor, Übersetzer, Journalist, Pilot, Autor	guionista, traductor, periodista, aviador, autor	3
http://www.wikidata.org/entity/Q5749425	Torvald Gahlin	http://www.wikidata.org/entity/Q25287	Comiczeichner	historietista	3
http://www.wikidata.org/entity/Q18747077	Bengt Eliasson	http://www.wikidata.org/entity/Q2663557	Politiker	político	3
http://www.wikidata.org/entity/Q5713344	Kjell Enhager	http://www.wikidata.org/entity/Q25287	Golfspieler, Motivationstrainer	golfista, orador motivacional	3
http://www.wikidata.org/entity/Q5718836	Jonas Esbjörs	http://www.wikidata.org/entity/Q25287	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5779264	Johan Gyllenborg	http://www.wikidata.org/entity/Q25286	Militär	militar	3
http://www.wikidata.org/entity/Q16467599	Zulamith Maria Wellander-Svaneskog	http://www.wikidata.org/entity/Q3240427	Gesangslehrer, Opernsänger	profesor de voz, cantante de ópera	3
http://www.wikidata.org/entity/Q4984923	Astrid Väring	http://www.wikidata.org/entity/Q25579	Übersetzer, Journalist	traductor, periodista	3
http://www.wikidata.org/entity/Q71967116	Joel Mumbongo	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q6013836	Kent Norberg	http://www.wikidata.org/entity/Q3240427	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q84669290	Bengt Waller	http://www.wikidata.org/entity/Q25287	Segler	regatista	3
http://www.wikidata.org/entity/Q65030647	Ivar Arpi	http://www.wikidata.org/entity/Q25287	Journalist	periodista	3
http://www.wikidata.org/entity/Q5737328	Johan Forsman	http://www.wikidata.org/entity/Q25287	Musikproduzent, Sänger, Musiker, Songschreiber	productor discográfico, cantante, músico, compositor de canciones	3
http://www.wikidata.org/entity/Q5388459	Erik Andersson (ishockeyspelare)	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q64494444	Daniel Krezic	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q27299881	Gösta Rollin	http://www.wikidata.org/entity/Q25412	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q47068071	Freddie Svensson	http://www.wikidata.org/entity/Q3354182	Fernsehmoderator	presentador de televisión	3
http://www.wikidata.org/entity/Q5952248	Lennart Lilliehöök	http://www.wikidata.org/entity/Q2666121	Militär	militar	3
http://www.wikidata.org/entity/Q6238051	Sigurd Westholm	http://www.wikidata.org/entity/Q25412	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5544549	Isak Ahrling	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5776919	Ronny Gunnarsson	http://www.wikidata.org/entity/Q25287	Fußballtrainer	entrenador de fútbol	3
http://www.wikidata.org/entity/Q5554680	Gösta Andersson	http://www.wikidata.org/entity/Q25579	Skilangläufer	esquiador de fondo	3
http://www.wikidata.org/entity/Q23989177	Karl Skoog	http://www.wikidata.org/entity/Q3251047	Graveur, Bildhauer	grabador, escultor	3
http://www.wikidata.org/entity/Q5779359	Pehr Gyllenhammar Sr.	http://www.wikidata.org/entity/Q25287	Geschäftsmann, Chief Executive Officer	empresario, director ejecutivo	3
http://www.wikidata.org/entity/Q5937444	Gunnar Larsson	http://www.wikidata.org/entity/Q25287	Politiker	político	3
http://www.wikidata.org/entity/Q5937929	Kjell Larsson	http://www.wikidata.org/entity/Q25287	Politiker	político	3
http://www.wikidata.org/entity/Q5924033	Lasse Kronér	http://www.wikidata.org/entity/Q25287	Sänger, Musiker, Liedtexter, Fernsehmoderator	cantante, músico, letrista, presentador de televisión	3
http://www.wikidata.org/entity/Q104451267	Simon Edvinsson	http://www.wikidata.org/entity/Q1290728	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q6229184	Lars Niklas Wahrgren	http://www.wikidata.org/entity/Q3240427	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5958290	Vicke Lindstrand	http://www.wikidata.org/entity/Q25287	Designer, Bildhauer, Textilkünstler	diseñador, escultor, artista textil	3
http://www.wikidata.org/entity/Q5967233	Lars Lundkvist	http://www.wikidata.org/entity/Q25579	Dichter	poeta	3
http://www.wikidata.org/entity/Q4971163	Karin Olsson	http://www.wikidata.org/entity/Q1644288	Journalist	periodista	3
http://www.wikidata.org/entity/Q5627465	Rasmus Edström	http://www.wikidata.org/entity/Q1532004	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q18711804	Viktor Frisk	http://www.wikidata.org/entity/Q3274078	Sänger, Blogger	cantante, bloguero	3
http://www.wikidata.org/entity/Q30106677	Eva Gedin	http://www.wikidata.org/entity/Q3240427	Verleger	editor	3
http://www.wikidata.org/entity/Q5388691	Erik Leverström	http://www.wikidata.org/entity/Q1550418	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q7082883	Ola Sandström	http://www.wikidata.org/entity/Q25412	Gitarrist, Songschreiber, Komponist	guitarrista, compositor de canciones, compositor	3
http://www.wikidata.org/entity/Q47545530	Johan Lundgren (affärsman)	http://www.wikidata.org/entity/Q3240427	Posaunist, Chief Executive Officer	trombón, director ejecutivo	3
http://www.wikidata.org/entity/Q5932958	Ole Lamm	http://www.wikidata.org/entity/Q25287	Chemiker	químico	3
http://www.wikidata.org/entity/Q6210578	Mattias Tichy	http://www.wikidata.org/entity/Q3291202	Ruderer	remero	3
http://www.wikidata.org/entity/Q6272110	Jonas Heed	http://www.wikidata.org/entity/Q25412	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q9393604	Åsa Windahl	http://www.wikidata.org/entity/Q25412	Snowboarder	snowboarder	3
http://www.wikidata.org/entity/Q1067234	Charlotte Karlinder	http://www.wikidata.org/entity/Q1574389	Fernsehmoderator	presentador de televisión	3
http://www.wikidata.org/entity/Q9174047	Björn Rudström	http://www.wikidata.org/entity/Q3240427	Curler	curler	3
http://www.wikidata.org/entity/Q6201146	Orvar Säfström	http://www.wikidata.org/entity/Q1447166	Filmkritiker, Fernsehmoderator, Journalist, Musiker	crítico de cine, presentador de televisión, periodista, músico	3
http://www.wikidata.org/entity/Q5955300	Joakim Lindengren	http://www.wikidata.org/entity/Q25287	Illustrator, Comiczeichner	ilustrador, historietista	3
http://www.wikidata.org/entity/Q6178481	Einar Sjögren	http://www.wikidata.org/entity/Q1377386	Politiker, Leiter, Agronom	político, director, agrónomo	3
http://www.wikidata.org/entity/Q5954905	Axel Lindegren	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5956659	Charles Lindholm	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5956529	Torsten Lindh	http://www.wikidata.org/entity/Q25287	Marineoffizier	oficial naval	3
http://www.wikidata.org/entity/Q5974759	Åke Mangård	http://www.wikidata.org/entity/Q25412	Militär	militar	3
http://www.wikidata.org/entity/Q18237535	Ivar Backlund	http://www.wikidata.org/entity/Q25287	Militär	militar	3
http://www.wikidata.org/entity/Q5980059	Per Mattsson	http://www.wikidata.org/entity/Q25412	Schauspieler, Filmschauspieler	actor, actor de cine	3
http://www.wikidata.org/entity/Q5968016	Bengt Lundvall	http://www.wikidata.org/entity/Q1485924	Marineoffizier	oficial naval	3
http://www.wikidata.org/entity/Q28356813	Nils Björk	http://www.wikidata.org/entity/Q25412	Militär	militar	3
http://www.wikidata.org/entity/Q30229921	Carl Grandinson	http://www.wikidata.org/entity/Q25412	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q18693202	Hans Skoglund	http://www.wikidata.org/entity/Q1456393	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5965741	Christer Lundberg	http://www.wikidata.org/entity/Q25287	Sänger	cantante	3
http://www.wikidata.org/entity/Q18331209	Anna Laestadius Larsson	http://www.wikidata.org/entity/Q25413	Journalist, Autor	periodista, autor	3
http://www.wikidata.org/entity/Q18711803	Samir Badran	http://www.wikidata.org/entity/Q25413	Sänger	cantante	3
http://www.wikidata.org/entity/Q5612133	Bernhard Corneliusson	http://www.wikidata.org/entity/Q1544485	Politiker	político	3
http://www.wikidata.org/entity/Q5969875	Arvid Fredrik Lönnroth	http://www.wikidata.org/entity/Q25287	Künstler, Maler, Militär	artista, pintor, militar	3
http://www.wikidata.org/entity/Q737100	Per-Anton Lundström	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q879547	Björn Berg	http://www.wikidata.org/entity/Q25579	Beachvolleyballspieler	jugador de voleibol de playa	3
http://www.wikidata.org/entity/Q4753936	Anders Söderholm	http://www.wikidata.org/entity/Q2195209	Professor, Wirtschaftstheoretiker	catedrático, teórico de los negocios	3
http://www.wikidata.org/entity/Q16633348	Mats Persson	http://www.wikidata.org/entity/Q1896398	Musiker	músico	3
http://www.wikidata.org/entity/Q29341787	Gustav Betzén	http://www.wikidata.org/entity/Q1896398	Leichtathlet	atleta	3
http://www.wikidata.org/entity/Q763042	August Melcher Myrberg	http://www.wikidata.org/entity/Q25287	Komponist	compositor	3
http://www.wikidata.org/entity/Q11686302	Annette Jörnlind	http://www.wikidata.org/entity/Q25412	Curler	curler	3
http://www.wikidata.org/entity/Q176964	Elisabeth Erikson	http://www.wikidata.org/entity/Q25287	Schauspieler, Sänger, Opernsänger	actor, cantante, cantante de ópera	3
http://www.wikidata.org/entity/Q6255456	Harald Åkermark	http://www.wikidata.org/entity/Q25287	Militär	militar	3
http://www.wikidata.org/entity/Q7553588	Sofi Bonde	http://www.wikidata.org/entity/Q25287	Sänger, Songschreiber	cantante, compositor de canciones	3
http://www.wikidata.org/entity/Q11854333	Björn Soldan	http://www.wikidata.org/entity/Q25287	Kameramann, Fotograf, Filmregisseur	director de fotografía, fotógrafo, director de cine	3
http://www.wikidata.org/entity/Q558215	Ann Christiansen	http://www.wikidata.org/entity/Q25287	Schwimmer	nadador	3
http://www.wikidata.org/entity/Q11867069	Josef Källström	http://www.wikidata.org/entity/Q25287	Ruderer	remero	3
http://www.wikidata.org/entity/Q6830242	Michael Feiner	http://www.wikidata.org/entity/Q25287	DJ, Musikproduzent, Songschreiber, Musiker	disc-jockey, productor discográfico, compositor de canciones, músico	3
http://www.wikidata.org/entity/Q5741980	Stig Fredrikson	http://www.wikidata.org/entity/Q1940596	Journalist	periodista	3
http://www.wikidata.org/entity/Q3820315	Ove Lundell	http://www.wikidata.org/entity/Q2240906	Motorradrennfahrer	piloto de motociclismo	3
http://www.wikidata.org/entity/Q5717387	Thomas Eriksson	http://www.wikidata.org/entity/Q1970727	Hochspringer, Weitspringer, Dreispringer	saltador de altura, saltador de longitud, saltador de triple salto	3
http://www.wikidata.org/entity/Q6787954	Mats Johansson	http://www.wikidata.org/entity/Q25287	Segler	regatista	3
http://www.wikidata.org/entity/Q17165851	Johan Axel Cedercreutz	http://www.wikidata.org/entity/Q25412	Politiker	político	3
http://www.wikidata.org/entity/Q1379024	Eva-Karin Westin	http://www.wikidata.org/entity/Q25579	Biathlet	biatleta	3
http://www.wikidata.org/entity/Q5796525	Gösta Hedström	http://www.wikidata.org/entity/Q25724	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q3403402	Prince of Assyria	http://www.wikidata.org/entity/Q25413	Sänger, Songschreiber	cantante, compositor de canciones	3
http://www.wikidata.org/entity/Q11256774	Jonas Ekdahl	http://www.wikidata.org/entity/Q25287	Schlagzeuger	baterista	3
http://www.wikidata.org/entity/Q10706523	Ture Schaar	http://www.wikidata.org/entity/Q25287	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q4972403	Lina Perned	http://www.wikidata.org/entity/Q25411	Schauspieler	actor	3
http://www.wikidata.org/entity/Q6273490	Jonathan Johansson	http://www.wikidata.org/entity/Q25287	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q20631257	Daniel Håkansson	http://www.wikidata.org/entity/Q25413	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q20744894	Mathias Karlsson	http://www.wikidata.org/entity/Q25413	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5650236	Hans Johansson	http://www.wikidata.org/entity/Q25724	Reiter	jinete hípico	3
http://www.wikidata.org/entity/Q4982263	Tekla	http://www.wikidata.org/entity/Q25411	Sänger	cantante	3
http://www.wikidata.org/entity/Q4949778	Katarina Genar	http://www.wikidata.org/entity/Q25413	Schriftsteller	escritor	3
http://www.wikidata.org/entity/Q2017860	Ola Svanberg	http://www.wikidata.org/entity/Q1864024	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q23008525	Ralph Hurtig	http://www.wikidata.org/entity/Q25287	Ruderer	remero	3
http://www.wikidata.org/entity/Q1909066	Mats Wejsfelt	http://www.wikidata.org/entity/Q1840699	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q1700676	John Kandell	http://www.wikidata.org/entity/Q25411	Architekt, Hochschullehrer	arquitecto, profesor universitario	3
http://www.wikidata.org/entity/Q22668097	Elisabeth Czapek	http://www.wikidata.org/entity/Q25287	Maler	pintor	3
http://www.wikidata.org/entity/Q6204699	Otto Taube	http://www.wikidata.org/entity/Q25724	Militär, Politiker	militar, político	3
http://www.wikidata.org/entity/Q6209193	Thor Thorén	http://www.wikidata.org/entity/Q25724	Architekt, Rektor, Zeichner	arquitecto, rector, dibujante	3
http://www.wikidata.org/entity/Q1534401	Johan Gry	http://www.wikidata.org/entity/Q25411	Schauspieler, Bühnenschauspieler, Filmschauspieler	actor, actor de teatro, actor de cine	3
http://www.wikidata.org/entity/Q6199767	Ivar Swartling	http://www.wikidata.org/entity/Q25724	Politiker, Chief Executive Officer	político, director ejecutivo	3
http://www.wikidata.org/entity/Q1689742	Malte Mårtensson	http://www.wikidata.org/entity/Q25411	Fußballspieler	futbolista	3
http://www.wikidata.org/entity/Q4755579	Andreas Olsson	http://www.wikidata.org/entity/Q25413	Musiker	músico	3
http://www.wikidata.org/entity/Q491107	Anders Kjellberg	http://www.wikidata.org/entity/Q25287	Musiker, Schlagzeuger	músico, baterista	3
http://www.wikidata.org/entity/Q5125012	Claes Nordén	http://www.wikidata.org/entity/Q25413	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q5361416	Elisabeth Ahlgren	http://www.wikidata.org/entity/Q25413	Schwimmer	nadador	3
http://www.wikidata.org/entity/Q5965941	Lars Erik Lundberg	http://www.wikidata.org/entity/Q25724	Geschäftsmann	empresario	3
http://www.wikidata.org/entity/Q5039770	Carl-Michael Edenborg	http://www.wikidata.org/entity/Q25413	Literaturhistoriker, Literaturkritiker, Herausgeber, Cartoonist	historiador de la literatura, crítico literario, editor, humorista gráfico	3
http://www.wikidata.org/entity/Q5734596	Sune Flök	http://www.wikidata.org/entity/Q1813784	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q4712378	Albin Lorentzon	http://www.wikidata.org/entity/Q25413	Eishockeyspieler	jugador de hockey sobre hielo	3
http://www.wikidata.org/entity/Q6076511	Roffe Ruff	http://www.wikidata.org/entity/Q25287	Komponist, Musikproduzent, Musiker, Rapper	compositor, productor discográfico, músico, rapero	3
http://www.wikidata.org/entity/Q5040099	Carl Eric Almgren	http://www.wikidata.org/entity/Q25413	Offizier	oficial militar	3
http://www.wikidata.org/entity/Q6070068	Fredrik Ribbing	http://www.wikidata.org/entity/Q25287	Militär, Politiker	militar, político	3
http://www.wikidata.org/entity/Q21512120	Thomas Sterner	http://www.wikidata.org/entity/Q25287	Wirtschaftswissenschaftler	economista	3
http://www.wikidata.org/entity/Q6063781	Bengt Rasin	http://www.wikidata.org/entity/Q25287	Autor, Segler, Marineoffizier	autor, regatista, oficial naval	3
http://www.wikidata.org/entity/Q264452	Maria Lundqvist-Brömster	http://www.wikidata.org/entity/Q25579	Politiker	político	3
http://www.wikidata.org/entity/Q2111739	Pål Svensson	http://www.wikidata.org/entity/Q25287	Bildhauer	escultor	3
http://www.wikidata.org/entity/Q23615354	Leif Larsson	http://www.wikidata.org/entity/Q25287	Sportschütze	tirador	3
http://www.wikidata.org/entity/Q5928890	Hilding Köhler	http://www.wikidata.org/entity/Q1864024	Meteorologe	meteorólogo	3
http://www.wikidata.org/entity/Q6165839	Peter Rost	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	3
http://www.wikidata.org/entity/Q5782027	Charles Emil Hagdahl	http://www.wikidata.org/entity/Q25413	Arzt	médico	3
http://www.wikidata.org/entity/Q2092202	Fredrik Ohlsson	http://www.wikidata.org/entity/Q25287	Golfspieler	golfista	3
http://www.wikidata.org/entity/Q5708524	Leif Elggren	http://www.wikidata.org/entity/Q25413	Künstler, Konzeptkünstler, Klangkünstler	artista, artista conceptual, artista de sonido	3
http://www.wikidata.org/entity/Q22959333	Lars-Eric Gustafsson	http://www.wikidata.org/entity/Q25287	Ruderer	remero	3
http://www.wikidata.org/entity/Q21339235	Ingvar Kärnefelt	http://www.wikidata.org/entity/Q25287	Lichenologe	liquenólogo	3
http://www.wikidata.org/entity/Q6172169	Karl Seldahl	http://www.wikidata.org/entity/Q25287	Schauspieler, Filmregisseur, Regisseur	actor, director de cine, realizador	3
http://www.wikidata.org/entity/Q22958543	Bengt-Åke Bengtsson	http://www.wikidata.org/entity/Q25287	Ruderer	remero	3
http://www.wikidata.org/entity/Q5616694	Gösta Danielson	http://www.wikidata.org/entity/Q25413	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q5124989	Claes-Göran Granqvist	http://www.wikidata.org/entity/Q25411	Physiker, Ingenieur	físico, ingeniero	3
http://www.wikidata.org/entity/Q5578547	Karl-Axel Bladh	http://www.wikidata.org/entity/Q25413	Architekt	arquitecto	3
http://www.wikidata.org/entity/Q6193379	Ragnar Strömberg	http://www.wikidata.org/entity/Q25287	Schriftsteller	escritor	3
http://www.wikidata.org/entity/Q5966830	Fredrik Lundh Sammeli	http://www.wikidata.org/entity/Q1883010	Politiker	político	3
http://www.wikidata.org/entity/Q16221300	Jonas von Geijer	http://www.wikidata.org/entity/Q25462	Segler	regatista	3
