person	personLabelSv	cityOfBirth	occupationLabelsDe	occupationLabelsEs	sitelinks
http://www.wikidata.org/entity/Q352183	Mattias Jonson	http://www.wikidata.org/entity/Q725826	Fußballspieler	futbolista	27
http://www.wikidata.org/entity/Q311551	Martin Hansson	http://www.wikidata.org/entity/Q1799722	Feuerwehrmann, Fußballschiedsrichter	bombero, árbitro de fútbol	27
http://www.wikidata.org/entity/Q235374	Amelia Andersdotter	http://www.wikidata.org/entity/Q21167	Politiker	político	27
http://www.wikidata.org/entity/Q521088	Oscar Wendt	http://www.wikidata.org/entity/Q21166	Fußballspieler	futbolista	27
http://www.wikidata.org/entity/Q358257	Johan Oskar Backlund	http://www.wikidata.org/entity/Q3301385	Astronom	astrónomo	27
http://www.wikidata.org/entity/Q394376	Agne Simonsson	http://www.wikidata.org/entity/Q25287	Fußballtrainer, Fußballspieler, Sportler	entrenador de fútbol, futbolista, deportista	27
http://www.wikidata.org/entity/Q346439	E-Type	http://www.wikidata.org/entity/Q25286	Schriftsteller, Sänger, Fernsehmoderator	escritor, cantante, presentador de televisión	27
http://www.wikidata.org/entity/Q234886	Pernilla Wiberg	http://www.wikidata.org/entity/Q25724	Skirennläufer	esquiador alpino	27
http://www.wikidata.org/entity/Q259911	Gunnel Lindblom	http://www.wikidata.org/entity/Q25287	Schauspieler, Bühnenregisseur, Filmemacher, Filmregisseur	actor, director de teatro, cineasta, director de cine	27
http://www.wikidata.org/entity/Q357142	Gunde Svan	http://www.wikidata.org/entity/Q1641227	Fernsehmoderator, Skilangläufer	presentador de televisión, esquiador de fondo	27
http://www.wikidata.org/entity/Q312403	Magnus Wislander	http://www.wikidata.org/entity/Q25287	Handballspieler	balonmanista	27
http://www.wikidata.org/entity/Q454740	Nilla Fischer	http://www.wikidata.org/entity/Q26937	Fußballspieler	futbolista	27
http://www.wikidata.org/entity/Q381010	Olaus Petri	http://www.wikidata.org/entity/Q25732	Richter, Kleriker, Schriftsteller, Theologe, Historiker, Übersetzer, Priester, Bibelübersetzer	juez, clérigo, escritor, teólogo, historiador, traductor, sacerdote, traductor de la Biblia	27
http://www.wikidata.org/entity/Q437212	Alexander Kačaniklić	http://www.wikidata.org/entity/Q25411	Fußballspieler	futbolista	27
http://www.wikidata.org/entity/Q3130555	Jan Andersson	http://www.wikidata.org/entity/Q25732	Trainer, Fußballtrainer, Fußballspieler	entrenador, entrenador de fútbol, futbolista	27
http://www.wikidata.org/entity/Q460475	Nick Bostrom	http://www.wikidata.org/entity/Q25411	Philosoph, Hochschullehrer	filósofo, profesor universitario	27
http://www.wikidata.org/entity/Q264566	Frida Hansdotter	http://www.wikidata.org/entity/Q25412	Skirennläufer, Skilangläufer	esquiador alpino, esquiador de fondo	27
http://www.wikidata.org/entity/Q73864	MyAnna Buring	http://www.wikidata.org/entity/Q26476	Schauspieler, Bühnenschauspieler, Filmschauspieler	actor, actor de teatro, actor de cine	27
http://www.wikidata.org/entity/Q434466	Anna Q. Nilsson	http://www.wikidata.org/entity/Q28287	Schauspieler, Bühnenregisseur, Filmschauspieler, Bühnenbildner, darstellender Künstler, Tänzer, Model	actor, director de teatro, actor de cine, escenógrafo, performer, bailarín, modelo	27
http://www.wikidata.org/entity/Q468316	Carl Gustaf Mosander	http://www.wikidata.org/entity/Q26345	Chemiker, Pharmakologe	químico, farmacólogo	27
http://www.wikidata.org/entity/Q2271522	Malik Bendjelloul	http://www.wikidata.org/entity/Q28287	Journalist, Schauspieler, Filmregisseur, Drehbuchautor	periodista, actor, director de cine, guionista	27
http://www.wikidata.org/entity/Q172262	Reine Wisell	http://www.wikidata.org/entity/Q54357	Ingenieur, Autorennfahrer	ingeniero, piloto de automovilismo	27
http://www.wikidata.org/entity/Q285469	Siw Malmkvist	http://www.wikidata.org/entity/Q54352	Bühnenschauspieler, Sprecher	actor de teatro, actor de voz	27
http://www.wikidata.org/entity/Q56157	Jussi Björling	http://www.wikidata.org/entity/Q54341	Sänger, Opernsänger	cantante, cantante de ópera	27
http://www.wikidata.org/entity/Q353293	Joachim Johansson	http://www.wikidata.org/entity/Q2167	Tennisspieler	tenista	26
http://www.wikidata.org/entity/Q235055	Anna Haag	http://www.wikidata.org/entity/Q174126	Skisportler, Skilangläufer	esquiador, esquiador de fondo	26
http://www.wikidata.org/entity/Q704463	Erik Nilsson	http://www.wikidata.org/entity/Q2211	Fußballspieler	futbolista	26
http://www.wikidata.org/entity/Q449514	Bo Widerberg	http://www.wikidata.org/entity/Q2211	Drehbuchautor, Schauspieler, Schriftsteller, Filmeditor, Kameramann, Filmregisseur, Regisseur	guionista, actor, escritor, editor de cine, director de fotografía, director de cine, realizador	26
http://www.wikidata.org/entity/Q235027	Emma Johansson	http://www.wikidata.org/entity/Q1001154	Radrennfahrer	ciclista	26
http://www.wikidata.org/entity/Q435384	Elisabeth Hesselblad	http://www.wikidata.org/entity/Q2471849	Gesundheits- und Krankenpfleger, Nonne	enfermero, monja	26
http://www.wikidata.org/entity/Q357424	Gideon Ståhlberg	http://www.wikidata.org/entity/Q25287	Schachspieler	ajedrecista	26
http://www.wikidata.org/entity/Q434113	Bengt Strömgren	http://www.wikidata.org/entity/Q25287	Astronom, Physiker, Astrophysiker, Hochschullehrer	astrónomo, físico, astrofísico, profesor universitario	26
http://www.wikidata.org/entity/Q362389	Patrik Sjöberg	http://www.wikidata.org/entity/Q25287	Leichtathlet	atleta	26
http://www.wikidata.org/entity/Q315107	José González	http://www.wikidata.org/entity/Q25287	Gitarrist, Sänger, Songschreiber	guitarrista, cantante, compositor de canciones	26
http://www.wikidata.org/entity/Q317488	Anders Fridén	http://www.wikidata.org/entity/Q25287	Schlagzeuger, Sänger, Musikproduzent, Komponist	baterista, cantante, productor discográfico, compositor	26
http://www.wikidata.org/entity/Q439909	Carl Gustaf Wrangel	http://www.wikidata.org/entity/Q25286	Militär, Politiker	militar, político	26
http://www.wikidata.org/entity/Q490976	Anders Frisk	http://www.wikidata.org/entity/Q25287	Fußballschiedsrichter	árbitro de fútbol	26
http://www.wikidata.org/entity/Q1334998	Karl-Johan Johnsson	http://www.wikidata.org/entity/Q2354103	Fußballspieler	futbolista	26
http://www.wikidata.org/entity/Q14946556	Kristoffer Olsson	http://www.wikidata.org/entity/Q25724	Fußballspieler	futbolista	26
http://www.wikidata.org/entity/Q350263	Mika Väyrynen	http://www.wikidata.org/entity/Q26498	Fußballspieler, Fußballtrainer	futbolista, entrenador de fútbol	26
http://www.wikidata.org/entity/Q343652	Stig Blomqvist	http://www.wikidata.org/entity/Q25732	Rallyefahrer	piloto de rally	26
http://www.wikidata.org/entity/Q167056	Jens Bergensten	http://www.wikidata.org/entity/Q25732	Ingenieur, Spieleprogrammierer, Spieledesigner	ingeniero, programador de videojuegos, diseñador de juegos	26
http://www.wikidata.org/entity/Q237871	Katarina av Vadstena	http://www.wikidata.org/entity/Q54357	Nonne, Philosoph	monja, filósofo	26
http://www.wikidata.org/entity/Q375550	Henrik Sedin	http://www.wikidata.org/entity/Q28327	Eishockeyspieler	jugador de hockey sobre hielo	26
http://www.wikidata.org/entity/Q458026	Janet Ågren	http://www.wikidata.org/entity/Q54352	Schauspieler, Model, Filmschauspieler	actor, modelo, actor de cine	26
http://www.wikidata.org/entity/Q16562637	Jenny Rissveds	http://www.wikidata.org/entity/Q26509	Radrennfahrer	ciclista	26
http://www.wikidata.org/entity/Q735742	John Ljunggren	http://www.wikidata.org/entity/Q54771	Leichtathlet	atleta	26
http://www.wikidata.org/entity/Q171474	Stefan "Lill-Lövis" Johansson	http://www.wikidata.org/entity/Q26152	Autorennfahrer	piloto de automovilismo	26
http://www.wikidata.org/entity/Q550930	Ronnie Hellström	http://www.wikidata.org/entity/Q2211	Fußballspieler	futbolista	25
http://www.wikidata.org/entity/Q254527	Monica Zetterlund	http://www.wikidata.org/entity/Q1012813	Schauspieler, Sänger, Filmschauspieler, Jazzmusiker, Aufnahmekünstler	actor, cantante, actor de cine, músico de jazz, artista discográfico	25
http://www.wikidata.org/entity/Q142993	André Myhrer	http://www.wikidata.org/entity/Q820231	Skirennläufer, Skilangläufer	esquiador alpino, esquiador de fondo	25
http://www.wikidata.org/entity/Q347695	Peter Englund	http://www.wikidata.org/entity/Q586179	Journalist, Schriftsteller, Historiker	periodista, escritor, historiador	25
http://www.wikidata.org/entity/Q53310	Nils Edén	http://www.wikidata.org/entity/Q21169	Politiker, Hochschullehrer, Historiker	político, profesor universitario, historiador	25
http://www.wikidata.org/entity/Q317293	Mikael Nilsson	http://www.wikidata.org/entity/Q787758	Fußballspieler	futbolista	25
http://www.wikidata.org/entity/Q465670	Günther	http://www.wikidata.org/entity/Q2211	Sänger, Model	cantante, modelo	25
http://www.wikidata.org/entity/Q380376	Håkan Nesser	http://www.wikidata.org/entity/Q725826	Drehbuchautor, Schriftsteller	guionista, escritor	25
http://www.wikidata.org/entity/Q977624	Daniel Espinosa	http://www.wikidata.org/entity/Q7849121	Drehbuchautor, Schauspieler, Filmregisseur, Regisseur, Filmproduzent, Produzent	guionista, actor, director de cine, realizador, productor de cine, productor	25
http://www.wikidata.org/entity/Q535027	Jonas Thern	http://www.wikidata.org/entity/Q21165	Fußballtrainer, Fußballspieler	entrenador de fútbol, futbolista	25
http://www.wikidata.org/entity/Q473225	Georg Brandt	http://www.wikidata.org/entity/Q2060790	Mineraloge, Chemiker	mineralogista, químico	25
http://www.wikidata.org/entity/Q432747	Fredrik Stenman	http://www.wikidata.org/entity/Q1981372	Fußballspieler	futbolista	25
http://www.wikidata.org/entity/Q86459400	Anders Tegnell	http://www.wikidata.org/entity/Q25286	Staatsdiener, Arzt, Epidemiologe	funcionario, médico, epidemiólogo	25
http://www.wikidata.org/entity/Q447297	Daniel Alfredsson	http://www.wikidata.org/entity/Q25287	Eishockeyspieler	jugador de hockey sobre hielo	25
http://www.wikidata.org/entity/Q464550	John Alvbåge	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	25
http://www.wikidata.org/entity/Q704424	Tore Keller	http://www.wikidata.org/entity/Q25724	Fußballspieler	futbolista	25
http://www.wikidata.org/entity/Q171445	Gunnar Nilsson	http://www.wikidata.org/entity/Q25411	Ingenieur, Autorennfahrer	ingeniero, piloto de automovilismo	25
http://www.wikidata.org/entity/Q2274923	Frans Jeppsson Wall	http://www.wikidata.org/entity/Q28287	Songschreiber, Sänger	compositor de canciones, cantante	25
http://www.wikidata.org/entity/Q443921	Mikael Dorsin	http://www.wikidata.org/entity/Q54349	Fußballspieler, Spielervermittler	futbolista, agente deportivo	25
http://www.wikidata.org/entity/Q270559	Lena Endre	http://www.wikidata.org/entity/Q54349	Schauspieler	actor	25
http://www.wikidata.org/entity/Q434362	Pia Sundhage	http://www.wikidata.org/entity/Q27999	Fußballspieler, Fußballtrainer	futbolista, entrenador de fútbol	25
http://www.wikidata.org/entity/Q27975977	Sebastian Samuelsson	http://www.wikidata.org/entity/Q54758	Skilangläufer, Biathlet	esquiador de fondo, biatleta	25
http://www.wikidata.org/entity/Q459873	Joachim Björklund	http://www.wikidata.org/entity/Q26152	Fußballspieler	futbolista	25
http://www.wikidata.org/entity/Q360653	Gert Fredriksson	http://www.wikidata.org/entity/Q54356	Kajakfahrer	kayakista	25
http://www.wikidata.org/entity/Q6176592	Robin Simovic	http://www.wikidata.org/entity/Q2211	Fußballspieler	futbolista	24
http://www.wikidata.org/entity/Q355323	Magnus Norman	http://www.wikidata.org/entity/Q847769	Tennisspieler, Bandyspieler	tenista, jugador de bandy	24
http://www.wikidata.org/entity/Q351018	Gustav Larsson	http://www.wikidata.org/entity/Q1501148	Radrennfahrer	ciclista	24
http://www.wikidata.org/entity/Q317481	Jesper Strömblad	http://www.wikidata.org/entity/Q25287	Musiker, Schlagzeuger, Gitarrist, Musikproduzent	músico, baterista, guitarrista, productor discográfico	24
http://www.wikidata.org/entity/Q367816	Ove Kindvall	http://www.wikidata.org/entity/Q25724	Fußballspieler	futbolista	24
http://www.wikidata.org/entity/Q467434	Gunilla Bergström	http://www.wikidata.org/entity/Q25287	Kinderbuchautor, Illustrator, Drehbuchautor, Schriftsteller	escritor de literatura infantil, ilustrador, guionista, escritor	24
http://www.wikidata.org/entity/Q256345	Hanna Ljungberg	http://www.wikidata.org/entity/Q25579	Fußballspieler	futbolista	24
http://www.wikidata.org/entity/Q237766	Anita Björk	http://www.wikidata.org/entity/Q2763404	Schauspieler, Filmschauspieler, Bühnenschauspieler, Fernsehschauspieler	actor, actor de cine, actor de teatro, actor de televisión	24
http://www.wikidata.org/entity/Q714167	Björn Skifs	http://www.wikidata.org/entity/Q1641227	Schauspieler, Drehbuchautor, Sänger, Musiker, Fernsehmoderator, Songschreiber, Aufnahmekünstler	actor, guionista, cantante, músico, presentador de televisión, compositor de canciones, artista discográfico	24
http://www.wikidata.org/entity/Q447340	Henrik Zetterberg	http://www.wikidata.org/entity/Q26476	Eishockeyspieler	jugador de hockey sobre hielo	24
http://www.wikidata.org/entity/Q1358202	Ludwig Göransson	http://www.wikidata.org/entity/Q25413	Komponist, Musikproduzent, Filmkomponist	compositor, productor discográfico, compositor de bandas sonoras	24
http://www.wikidata.org/entity/Q241208	Isabella Lövin	http://www.wikidata.org/entity/Q25411	Journalist, Politiker	periodista, político	24
http://www.wikidata.org/entity/Q704840	Roland Nilsson	http://www.wikidata.org/entity/Q25411	Fußballtrainer, Fußballspieler	entrenador de fútbol, futbolista	24
http://www.wikidata.org/entity/Q4170757	Yohio	http://www.wikidata.org/entity/Q26476	Singer-Songwriter, Sänger, Gitarrist, Musiker	cantautor, cantante, guitarrista, músico	24
http://www.wikidata.org/entity/Q239527	Alexandra Dahlström	http://www.wikidata.org/entity/Q25748	Drehbuchautor, Filmschauspieler, Filmregisseur, Schauspieler, Regisseur	guionista, actor de cine, director de cine, actor, realizador	24
http://www.wikidata.org/entity/Q235357	Rebecka Liljeberg	http://www.wikidata.org/entity/Q26518	Schauspieler, Arzt, Kinderarzt	actor, médico, pediatra	24
http://www.wikidata.org/entity/Q364505	Bertil Lindblad	http://www.wikidata.org/entity/Q25732	Astronom	astrónomo	24
http://www.wikidata.org/entity/Q490352	Peter Sunde	http://www.wikidata.org/entity/Q27447	Informatiker, Geschäftsmann, Politiker	informático teórico, empresario, político	24
http://www.wikidata.org/entity/Q455136	Anders Järryd	http://www.wikidata.org/entity/Q29988	Tennisspieler	tenista	24
http://www.wikidata.org/entity/Q297842	Anna Sahlin	http://www.wikidata.org/entity/Q746839	Schauspieler, Sprecher, Sänger	actor, actor de voz, cantante	23
http://www.wikidata.org/entity/Q450630	Mikael Håfström	http://www.wikidata.org/entity/Q2167	Drehbuchautor, Filmregisseur, Regisseur	guionista, director de cine, realizador	23
http://www.wikidata.org/entity/Q236632	Anna Carin Zidek	http://www.wikidata.org/entity/Q977073	Physiotherapeut, Skilangläufer, Biathlet	fisioterapeuta, esquiador de fondo, biatleta	23
http://www.wikidata.org/entity/Q920220	Tommy Körberg	http://www.wikidata.org/entity/Q1017058	Schauspieler, Sänger, Bühnenschauspieler, Sprecher, Aufnahmekünstler	actor, cantante, actor de teatro, actor de voz, artista discográfico	23
http://www.wikidata.org/entity/Q235527	Helena Ekholm	http://www.wikidata.org/entity/Q1001154	Biathlet	biatleta	23
http://www.wikidata.org/entity/Q1373742	Johan Renck	http://www.wikidata.org/entity/Q25286	Komponist, Sänger, Musikvideoregisseur, Filmregisseur, Musiker, Musikproduzent	compositor, cantante, director de videos musicales, director de cine, músico, productor discográfico	23
http://www.wikidata.org/entity/Q460392	Johan Olsson	http://www.wikidata.org/entity/Q3051144	Skilangläufer	esquiador de fondo	23
http://www.wikidata.org/entity/Q265674	Åsa Larsson	http://www.wikidata.org/entity/Q25286	Schriftsteller, Rechtsanwalt	escritor, abogado	23
http://www.wikidata.org/entity/Q260597	Veronica Maggio	http://www.wikidata.org/entity/Q25286	Komponist, Sänger	compositor, cantante	23
http://www.wikidata.org/entity/Q371208	Ove Andersson	http://www.wikidata.org/entity/Q25286	Unternehmer, Motorradrennfahrer, Rallyefahrer	emprendedor, piloto de motociclismo, piloto de rally	23
http://www.wikidata.org/entity/Q459663	Anna Maria Lenngren	http://www.wikidata.org/entity/Q25286	Schriftsteller, Übersetzer, Dichter, Salonnière	escritor, traductor, poeta, salonnière	23
http://www.wikidata.org/entity/Q602845	Glenn Strömberg	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	23
http://www.wikidata.org/entity/Q128859	Tobias Sana	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	23
http://www.wikidata.org/entity/Q455625	Evert Taube	http://www.wikidata.org/entity/Q25287	Komponist, Schriftsteller, Dichter, Musiker, Sänger, Songschreiber	compositor, escritor, poeta, músico, cantante, compositor de canciones	23
